order_order_id,order_customer_id,order_order_date,order_order_status,order_order_total,customer_customer_id,customer_contact_id,customer_customer_since,customer_status,customer_segment,contact_contact_id,contact_email,contact_full_name,contact_phone,contact_country,contact_city,contact_address_line1,contact_company_name,contact_job_title,product_product_id,product_product_name,product_category,product_brand,product_list_price
O913,CU1251,2025-03-05,shipped,4092.59,CU1251,C605,2025-10-09,inactive,corporate,C605,emcknight@gmail.com,Thomas English,(404)509-1163x4898,Egypt,New Adamview,"8642 Timothy Street Suite 459
Wuland, TX 85659",Bailey PLC,Optometrist,P219,vitae,Food,Dean PLC,2588.33
O914,CU497,2025-05-15,shipped,2997.77,CU497,C2656,2023-03-19,inactive,retail,C2656,rogersjohn@gmail.com,Jeremy Schultz,826-954-7746,Egypt,Lichester,"56660 Poole Shore
Dixonside, RI 16014","Peters, Davidson and Gallagher","Nurse, adult",P69,officiis,Food,Henry LLC,86.74
O915,CU728,2024-06-20,shipped,6631.26,CU728,C1889,2023-10-14,inactive,corporate,C1889,millerneil@ward.info,Rebecca Richardson,497.432.0991,Egypt,Holmesbury,"99309 Sharon Overpass Suite 943
West Jennifer, NY 22681","Lee, Diaz and Baker",Quality manager,P297,magnam,Food,"Flores, Mullen and Oliver",2469.44
O916,CU1915,2025-04-06,shipped,3855.64,CU1915,C399,2025-03-21,active,retail,C399,donna31@hotmail.com,Timothy Cole,609-109-0924x32700,Egypt,Jenniferhaven,"PSC 3323, Box 5413
APO AA 15178","Wilson, Nichols and Benson",Call centre manager,P327,aperiam,Food,Shaffer-Smith,1406.83
O917,CU2930,2026-02-21,shipped,8775.74,CU2930,C147,2022-05-13,active,retail,C147,jonathan84@mccormick.com,Eric Moore,956.494.2007,Egypt,Port Sarahmouth,"3652 Leslie Ramp Suite 869
Charlesberg, MO 50390",Thompson Group,Museum education officer,P221,assumenda,Food,Scott-Perez,3778.4
O918,CU1629,2026-01-31,cancelled,5159.73,CU1629,C1045,2024-11-12,inactive,retail,C1045,joshua27@evans.com,Anthony Chung,001-604-364-0465x4488,Egypt,East Angelaside,"824 Wilson Expressway Suite 182
Thompsonland, MD 88873",Nelson-Johnson,Youth worker,P121,ut,Electronics,"Scott, King and Donaldson",3213.27
O919,CU1834,2025-03-01,cancelled,5307.25,CU1834,C1478,2023-10-09,active,retail,C1478,vickimiller@moore.com,Victoria Gray,001-743-283-2258,Egypt,Port Cynthialand,"5240 Michael Passage Apt. 864
Robertsbury, RI 37329",Baker-Dickerson,"Engineer, manufacturing systems",P87,tempore,Food,Smith-Wright,352.43
O920,CU30,2026-04-10,pending,9818.15,CU30,C1691,2023-12-13,inactive,corporate,C1691,nicole68@yahoo.com,Mark Thomas,517.307.7328x16756,Egypt,South Sandraview,"Unit 9993 Box 1909
DPO AP 65159",Bailey-Lopez,"Doctor, general practice",P126,fugiat,Food,Mckenzie-Reyes,1583.2
O921,CU485,2024-12-19,pending,4118.97,CU485,C2514,2023-06-04,active,retail,C2514,dcollins@hotmail.com,Alicia Estrada,005-155-4994x577,Egypt,Stoneberg,"7308 Stacey Center
South Crystal, OK 81815",Solis and Sons,Visual merchandiser,P1,repellat,Electronics,Hamilton LLC,822.58
O922,CU2499,2024-12-25,pending,6585.71,CU2499,C2984,2024-11-16,active,retail,C2984,kempjennifer@hunter-king.com,Tina Schmidt,347.738.0237x42200,Egypt,Woodsfurt,"2337 Little Falls
Gillburgh, SC 78963","Roberts, Brown and Elliott",Site engineer,P290,blanditiis,Electronics,"Martinez, Foster and Howard",4461.56
O923,CU2776,2025-08-05,pending,6573.45,CU2776,C1568,2023-03-04,inactive,corporate,C1568,monicanelson@murray-clark.com,Joseph Allen,444.771.2664x08801,Egypt,Fergusonborough,"9483 Kennedy Drives
North Keithport, DE 05800","Johnson, Murphy and Patterson",Dispensing optician,P498,quos,Clothing,"Terry, Smith and Swanson",3545.01
O924,CU1698,2025-12-05,cancelled,9435.93,CU1698,C1013,2025-10-12,inactive,corporate,C1013,kaylaprice@carter.net,Sherri Howard,4627568775,Egypt,Port Mariomouth,"478 Reyes Crossroad
Lake Ronald, HI 90575","Carter, Jones and Morales",Medical sales representative,P375,molestiae,Electronics,"Rogers, Jacobson and Thompson",3093.41
O925,CU2216,2025-09-12,pending,5407.25,CU2216,C494,2021-11-05,inactive,corporate,C494,michele55@hotmail.com,Jessica Nguyen,+1-195-274-0153x8454,Egypt,East Jamie,"31170 Sarah Gateway Apt. 540
Jacquelineport, AL 48247","Martinez, Murphy and Garcia","Engineer, building services",P165,recusandae,Clothing,Grant-Moran,3976.87
O926,CU1244,2024-06-03,shipped,9321.45,CU1244,C2617,2022-04-22,inactive,retail,C2617,catherinecurtis@yahoo.com,Kristina Richardson,593-910-7859x12343,Egypt,North Jeffreyfurt,"1564 Hardy Cove Apt. 472
New Christopherborough, MS 46428",Smith and Sons,Comptroller,P236,animi,Electronics,Chapman-Waters,2686.01
O927,CU2186,2024-08-23,shipped,9206.12,CU2186,C1998,2024-08-05,inactive,corporate,C1998,paulguerra@hotmail.com,Craig Stout,043.678.7414,Egypt,Sergioton,"02453 Kemp Bypass
Lake Jason, IL 41115","Mccoy, Walker and Valdez",Heritage manager,P15,error,Clothing,Diaz PLC,804.17
O928,CU950,2026-03-31,pending,5123.36,CU950,C1405,2023-12-10,active,corporate,C1405,justinwhite@yahoo.com,Anthony Rodriguez,+1-817-136-1047x81009,Egypt,Samuelmouth,"48364 Anderson Pass
Alexanderbury, NE 01611",Jones-Perry,"Accountant, chartered",P287,similique,Clothing,"Wilson, Cantrell and Blackwell",177.95
O929,CU878,2025-09-19,shipped,1778.14,CU878,C711,2021-11-15,active,retail,C711,ywallace@yahoo.com,Shawn Travis,001-015-716-4643x248,Egypt,Carrilloview,"733 Cory Dam Apt. 159
Port Harrychester, NV 95200","Smith, Jimenez and Dixon",Ranger/warden,P15,error,Clothing,Diaz PLC,804.17
O930,CU2299,2024-07-28,pending,7430.68,CU2299,C2105,2024-04-26,active,corporate,C2105,jonesluke@massey.biz,Tammy Jones,(742)215-7587x652,Egypt,Karenbury,"9848 Cynthia Path Suite 180
West Jaredfurt, MT 15724",Hill Group,Waste management officer,P168,debitis,Electronics,"Young, Wright and Medina",1819.06
O931,CU2305,2024-05-09,cancelled,7752.89,CU2305,C1953,2025-04-26,inactive,corporate,C1953,newmandana@hotmail.com,Johnny Martin,094.983.2855x1734,Egypt,Bentonville,"779 Evans Camp
Jessicaburgh, KY 36390",Thomas LLC,Visual merchandiser,P497,consectetur,Electronics,Lowe-Graham,2867.07
O932,CU1895,2024-10-03,cancelled,9607.47,CU1895,C1632,2024-11-14,active,retail,C1632,cooklisa@richardson.info,Danielle Zamora,378.749.9905,Egypt,Elizabethbury,"USS Rodriguez
FPO AP 65600",Cruz and Sons,Sports coach,P124,ipsam,Clothing,Anderson Inc,3953.69
O933,CU616,2024-12-19,shipped,3421.35,CU616,C1507,2023-11-07,active,corporate,C1507,agutierrez@yahoo.com,Catherine Shepard,+1-818-200-2031x963,Egypt,Kathrynside,"995 Katelyn Canyon Suite 045
West Jefferyfurt, HI 89135","Washington, Warner and Evans",Television/film/video producer,P101,magnam,Food,Johnson-Kemp,3816.22
O934,CU409,2025-05-26,shipped,2873.59,CU409,C70,2022-05-15,active,corporate,C70,kristensmith@hotmail.com,Barbara Aguilar,001-781-276-6034x93750,Egypt,Port Jennifer,"6282 Estes Pines Apt. 594
Reedton, CT 39990",Williams-Morgan,Special effects artist,P413,ipsa,Electronics,Mills Ltd,962.81
O935,CU1167,2024-07-14,pending,9607.59,CU1167,C2533,2025-05-21,active,retail,C2533,yhill@vasquez.biz,Justin Wright,240.052.5354x25671,Egypt,Reynoldschester,"41701 Kim Fort
North Jamesmouth, CT 50717","Brown, Liu and Faulkner","Surveyor, mining",P309,necessitatibus,Electronics,"Cooper, Watkins and Hernandez",3841.46
O936,CU1919,2025-09-27,shipped,4032.85,CU1919,C826,2021-10-21,active,corporate,C826,devingarcia@yahoo.com,John Ortiz,+1-063-026-8211x57518,Egypt,Lake Chadland,"89453 Beard Village Suite 600
Boydstad, NV 67324",Williams and Sons,Fish farm manager,P414,totam,Electronics,"Morgan, Taylor and Henry",3639.75
O937,CU1597,2024-06-04,cancelled,4357.72,CU1597,C300,2022-04-07,active,corporate,C300,shannonvasquez@walker.net,Amy Wade,415-540-9078,Egypt,Karenhaven,"4249 Mayo Camp
Hoffmanborough, NM 31535","Long, Massey and Jones",Industrial buyer,P94,mollitia,Clothing,Sanchez and Sons,2103.99
O938,CU2256,2024-12-12,pending,884.52,CU2256,C1674,2022-06-15,active,corporate,C1674,andersonsusan@gmail.com,Elizabeth Mcdonald,905-256-8801,Egypt,South Paul,"7441 Tonya Unions Suite 152
North Ellenland, GA 88209","Strong, Chambers and Patrick",Television production assistant,P332,ullam,Clothing,White-Brown,275.24
O939,CU2725,2025-09-17,cancelled,8833.1,CU2725,C2840,2026-04-11,inactive,corporate,C2840,tmartinez@anderson.info,Nicole Conner,001-928-367-5131x5189,Egypt,Williamsonmouth,"761 Kent Mall Suite 973
Charlesside, NM 12194",Robinson PLC,Building control surveyor,P81,iste,Electronics,"Obrien, Grant and Burton",83.39
O940,CU639,2025-04-07,cancelled,7685.15,CU639,C871,2023-03-15,active,corporate,C871,justin15@hotmail.com,Alyssa Kramer,642.051.6702x4608,Egypt,New Victoriashire,"804 Taylor Cape
Tyroneview, ME 39434","Fernandez, Wilson and Mckay","Geologist, engineering",P129,vero,Clothing,Smith-Gibson,3028.35
O941,CU828,2026-02-26,pending,9245.77,CU828,C1849,2026-02-09,inactive,corporate,C1849,garciaadriana@hotmail.com,Debbie Edwards,001-202-342-7735,Egypt,Nicholasburgh,"4449 Joseph Court
New Tyler, MD 87385","Morales, James and Crawford",Fast food restaurant manager,P200,quasi,Food,"Friedman, Turner and Johnson",3128.15
O942,CU955,2025-07-20,cancelled,6266.39,CU955,C1683,2025-10-19,inactive,corporate,C1683,marymorrison@hutchinson.com,Sara Hawkins,+1-021-516-8412x79968,Egypt,Joeville,"6347 Hess Fall
Sanchezfort, KY 22781",Sampson-Meyer,Homeopath,P218,voluptatum,Food,Lang Group,2306.49
O943,CU387,2025-05-21,pending,8449.64,CU387,C2717,2023-01-12,inactive,retail,C2717,steven07@ramirez.com,Garrett Hall,6815590765,Egypt,New Martin,"46411 Sarah Pike Apt. 716
Welchshire, UT 62917",Ellis Ltd,"Conservator, museum/gallery",P135,deleniti,Clothing,Estrada PLC,245.93
O944,CU2992,2025-04-04,cancelled,2455.63,CU2992,C1742,2022-06-23,inactive,corporate,C1742,kristinaellison@gregory.com,Thomas Smith,994-891-4009,Egypt,Patriciaport,"36889 James Trafficway Apt. 681
Townsendland, RI 23260",Cole Ltd,"Clinical scientist, histocompatibility and immunogenetics",P258,natus,Food,Hansen PLC,2650.03
O945,CU2692,2026-01-01,pending,2135.61,CU2692,C1229,2025-10-01,inactive,retail,C1229,thomasconnie@gmail.com,William Thomas,661.225.3901x83430,Egypt,West Kevinland,"52558 Samantha Throughway Apt. 118
Victoriaville, IL 18900","Medina, Suarez and Foley","Therapist, art",P315,ut,Clothing,Vasquez PLC,1180.15
O946,CU45,2024-12-28,shipped,6001.75,CU45,C1984,2023-08-21,active,corporate,C1984,garciajames@yahoo.com,Mark Moreno,001-468-211-0997x044,Egypt,Richardtown,"086 James Squares
New Christopherville, AL 19069",Foster Ltd,Risk analyst,P89,hic,Food,"Brown, Webb and Boone",1475.18
O947,CU2494,2024-06-21,pending,577.91,CU2494,C2754,2021-06-29,active,corporate,C2754,mikeerickson@roy.com,Joshua Cox,924.228.7798x85071,Egypt,East Kennethborough,"084 Bennett Squares
Jacksonhaven, SC 53917","Obrien, Lawson and Garcia",Engineering geologist,P8,temporibus,Food,Phillips-Cooper,1800.96
O948,CU2284,2026-02-18,pending,4936.57,CU2284,C2562,2021-05-07,active,retail,C2562,michael40@barber.biz,Tina Norton,241.881.3429,Egypt,East Taylortown,"711 Brandt Ramp Apt. 731
Eatonberg, OH 96921",Mercado-Brown,Police officer,P411,cupiditate,Clothing,Rosales-Brown,4714.3
O949,CU1656,2024-05-04,pending,1482.73,CU1656,C1922,2022-09-23,active,corporate,C1922,kennethlowe@yahoo.com,Jonathan Cooke,840.476.9381x790,Egypt,North Kevin,"0165 Rivas Plains Apt. 587
South Rachaelhaven, IL 79551",Gilbert-Duncan,Chartered loss adjuster,P374,quae,Food,"Smith, Gray and Baker",825.92
O950,CU2754,2026-04-03,cancelled,9380.46,CU2754,C2870,2024-08-26,active,retail,C2870,williammckenzie@hotmail.com,Nicole Harmon MD,586.272.6045x57866,Egypt,Katherinechester,"PSC 6763, Box 9088
APO AP 95250",Nelson Ltd,Toxicologist,P137,ex,Clothing,"Curtis, Stevens and Rogers",225.73
O951,CU2246,2024-08-28,shipped,4086.05,CU2246,C1825,2022-08-01,active,retail,C1825,rosscynthia@yahoo.com,Barbara Reynolds,4703643388,Egypt,Joneshaven,"159 Kaufman Field
Ryanland, MS 61922",Stanley-Richard,Clinical molecular geneticist,P314,dolorem,Food,"Ellis, Preston and Weber",627.21
O952,CU1087,2024-10-24,pending,6960.59,CU1087,C435,2024-02-03,active,retail,C435,stevenortiz@hernandez.org,Miss Pamela Cowan MD,090-976-7478x305,Egypt,Eugeneburgh,"36178 Heather Fort
Brockton, RI 50604",Lawrence-Johnston,Astronomer,P401,officia,Electronics,Ruiz-Ellis,820.56
O953,CU1672,2025-04-19,pending,5382.73,CU1672,C2985,2025-02-22,active,corporate,C2985,allisonwhitehead@yahoo.com,Timothy Lowe,(384)779-4797,Egypt,Robinsonport,"2462 Cassidy Circle
Schwartzshire, UT 97116","Mendoza, Jackson and Edwards",Sports administrator,P399,hic,Clothing,"Ward, Perez and Clark",788.95
O954,CU172,2025-02-05,shipped,4871.12,CU172,C437,2021-06-01,active,corporate,C437,xpaul@hotmail.com,Linda James,(032)610-7431x3431,Egypt,New Vincentfurt,"182 Robert Highway Apt. 856
Port Francisco, KY 32618",Moss Ltd,Market researcher,P49,aliquam,Clothing,"Lee, Martinez and Wilson",2339.55
O955,CU774,2026-02-17,shipped,6597.19,CU774,C2183,2024-12-01,active,corporate,C2183,yhill@hotmail.com,Daniel Young,451.023.5740x23815,Egypt,North Tonya,"56489 Sandra Plain Suite 637
West Jonathan, FL 19795",Contreras LLC,"Biochemist, clinical",P279,reiciendis,Clothing,Gomez-Gonzalez,3603.71
O956,CU1418,2025-04-04,cancelled,8082.4,CU1418,C2094,2023-09-27,active,retail,C2094,hstephens@hotmail.com,Jason Nichols,779.316.8543x6706,Egypt,Hardyville,"046 Ann Motorway
Bryanfort, NY 71148",Nielsen and Sons,Quantity surveyor,P234,quisquam,Food,"Odom, Rivera and Carroll",3441.58
O957,CU2161,2024-08-16,cancelled,6604.35,CU2161,C1999,2024-09-30,active,retail,C1999,tina67@may.info,Christine Thomas,921-193-3507x095,Egypt,North Amandaland,"621 Freeman Lock Suite 171
New Danielle, MA 02597",Brown Inc,Cartographer,P178,odit,Electronics,Tran-Martin,3905.05
O958,CU974,2025-03-28,shipped,2593.94,CU974,C260,2026-01-03,active,retail,C260,susanperez@robertson.biz,Christopher Lee,001-680-827-8031x7787,Egypt,East Cathystad,"083 Cynthia Burgs
New Marieborough, WA 72606",Gonzales-Ortega,"Nurse, children's",P122,voluptatem,Clothing,Stevens and Sons,4284.07
O959,CU2983,2025-03-21,cancelled,1674.93,CU2983,C2866,2022-08-22,active,corporate,C2866,csmith@hotmail.com,James Stephenson,001-026-807-7444x855,Egypt,North Dianemouth,"45821 Sylvia Station
Grimestown, MI 28313",Brown Group,Ranger/warden,P93,quas,Food,Ruiz Inc,1440.61
O960,CU2614,2025-08-04,shipped,469.18,CU2614,C2125,2024-04-03,inactive,retail,C2125,michael19@yahoo.com,Derek Jackson,561.575.9452x27954,Egypt,Marcusmouth,"6633 David Lodge Apt. 167
South Nichole, WV 34492","Chan, Taylor and Herman",Air cabin crew,P32,quos,Clothing,Meza-Harper,1801.15
O961,CU1622,2025-08-11,cancelled,8050.06,CU1622,C243,2024-12-23,inactive,retail,C243,harpertim@nguyen.com,Jennifer Jones,599-686-9213x4490,Egypt,Lake Jennyside,"51514 Cobb Point Suite 062
West Carrieshire, AR 10831",Ayala PLC,Photographer,P232,ex,Electronics,"Morris, Hunt and Aguilar",2730.69
O962,CU2365,2024-11-17,shipped,8944.31,CU2365,C2393,2025-06-28,inactive,corporate,C2393,anthonynewman@hotmail.com,Kathy Roberts,150-365-4937,Egypt,Kathleenshire,"12255 Armstrong Lake Suite 043
Murphyfurt, VA 27325",Turner-Perkins,Human resources officer,P162,natus,Food,"Blair, Hall and Holland",2078.69
O963,CU670,2024-11-03,cancelled,7761.54,CU670,C1406,2024-11-19,inactive,corporate,C1406,kmartinez@yahoo.com,Brandon Preston,8334485509,Egypt,Amandatown,"215 Roth Point Apt. 436
Nathanbury, NV 77314","Wood, Flowers and Allison",Chemical engineer,P453,cupiditate,Food,"Price, Parker and Price",1493.97
O964,CU2120,2025-06-13,pending,7551.16,CU2120,C2216,2025-12-06,inactive,retail,C2216,morrisrichard@yahoo.com,Jeremy Jackson,070.794.6911x872,Egypt,Olsontown,"70245 Faulkner Isle Apt. 746
South Matthewhaven, DE 80206","Fischer, Williams and White",Secondary school teacher,P482,dolor,Electronics,"Green, Anderson and Navarro",1776.42
O965,CU1300,2024-09-11,cancelled,1353.33,CU1300,C1752,2021-05-11,inactive,retail,C1752,xmarks@foster-clark.com,Sarah Chapman,022-202-9120x2794,Egypt,South Jamesville,"3855 Fields Trafficway Suite 824
West Brianfort, RI 43102",Rowe LLC,"Surveyor, insurance",P216,enim,Clothing,Fisher LLC,3007.05
O966,CU2783,2025-01-20,cancelled,5224.09,CU2783,C1873,2021-11-27,active,retail,C1873,powersdeanna@hotmail.com,Emily Leon,001-787-697-9171x7117,Egypt,East Connieberg,"400 Bruce Ways
South Meganview, NC 28911",Morgan-Murphy,"Doctor, general practice",P158,quas,Clothing,Evans-Acevedo,538.56
O967,CU656,2026-02-17,pending,7034.65,CU656,C2967,2025-05-09,active,corporate,C2967,kayla06@wilson-matthews.com,Justin Miller,292-816-0578x8519,Egypt,Port Diane,"383 Jessica Shore
Michaelland, ID 58834",Patterson-Gilbert,Geographical information systems officer,P167,voluptas,Clothing,Carpenter Ltd,3831.15
O968,CU1182,2026-02-20,shipped,4854.23,CU1182,C2263,2021-09-23,inactive,corporate,C2263,harveynathaniel@gmail.com,Wendy Barrett,(662)505-9912,Egypt,Lake Erinhaven,"01877 Jonathan Mountain Suite 974
East Amy, CO 33651","Church, Moore and English",Web designer,P409,ex,Electronics,"Adams, Ochoa and Thomas",1890.66
O969,CU595,2025-01-09,shipped,3420.73,CU595,C1637,2022-01-20,inactive,retail,C1637,davidfoster@hotmail.com,Jeffrey Burke,(436)304-4827,Egypt,Michaelfort,"75272 Juarez Forest
Pruittberg, VT 66141",Harrell-May,IT consultant,P272,enim,Electronics,Koch-Ramirez,2792.03
O970,CU73,2024-06-16,shipped,8585.56,CU73,C2891,2022-06-19,active,corporate,C2891,lori34@miller-kline.com,Melissa Mccoy,827.991.7408,Egypt,Chapmanberg,"45202 Baker Rest
Robertsonport, ME 82041","Young, Parker and Richardson","Conservation officer, historic buildings",P260,earum,Food,"Moss, Garcia and Vargas",805.43
O971,CU52,2025-02-06,shipped,343.03,CU52,C2610,2022-05-29,inactive,retail,C2610,johnsonsarah@ballard.net,Chelsea Singh DVM,(054)041-8445,Egypt,Port Michelle,"490 Everett Locks Apt. 209
East Erika, UT 18803","Stewart, Gibbs and Lang",Psychiatric nurse,P220,quae,Electronics,"Bentley, Lester and Ellison",1919.14
O972,CU92,2026-02-18,cancelled,9608.99,CU92,C1624,2025-11-28,active,retail,C1624,iwhite@hotmail.com,Chad Lee,506-847-0538,Egypt,Quinnland,"767 Jeff Knolls Suite 131
Port Robert, GA 93275",Beck Group,Midwife,P121,ut,Electronics,"Scott, King and Donaldson",3213.27
O973,CU1676,2025-08-31,shipped,3543.07,CU1676,C2552,2025-09-04,active,corporate,C2552,gooderin@johnson.biz,Sarah White,300.339.1388,Egypt,East Joseph,"Unit 8419 Box 9267
DPO AA 85492",Sanchez LLC,Transport planner,P199,veritatis,Electronics,"Mejia, Lowe and Butler",1206.57
O974,CU514,2025-11-14,pending,8956.42,CU514,C915,2024-10-29,inactive,retail,C915,patricia08@meyers-ortiz.net,Jason Harris,134.217.8476x9148,Egypt,Annehaven,"565 Porter Corners
North Gina, WY 65973","Dawson, Rojas and Hamilton","Scientist, research (life sciences)",P453,cupiditate,Food,"Price, Parker and Price",1493.97
O975,CU197,2025-01-29,cancelled,9389.9,CU197,C2085,2023-12-21,inactive,retail,C2085,parkersara@sanchez.com,Lisa Wilcox,703.214.4072x670,Egypt,Dawsonland,"779 Johnson Fort
Scottton, WA 23094",Wilkinson Group,Legal executive,P262,quasi,Food,Shaw Group,4226.05
O976,CU2298,2025-08-31,pending,2273.72,CU2298,C2955,2023-04-19,active,retail,C2955,sanchezamy@bennett.com,Michael Ward,0374541979,Egypt,East Ashleyton,"11205 Brandt Island Apt. 151
Port Gary, VA 88472",Bell PLC,Marketing executive,P169,quaerat,Electronics,Knapp-Walker,3273.28
O977,CU2973,2025-11-05,cancelled,1563.76,CU2973,C1833,2025-01-14,inactive,retail,C1833,colerichard@yahoo.com,Mrs. Valerie Andrews,5183674289,Egypt,West Alyssabury,"91178 Campbell Flat Apt. 309
West Kyle, IA 85549",Allen Group,Pathologist,P24,dolorum,Food,Rowe-Wright,3292.31
O978,CU2157,2025-04-28,shipped,9079.26,CU2157,C2402,2024-10-04,inactive,retail,C2402,castillochristopher@powers-freeman.net,Taylor Davis,+1-881-489-1402x49862,Egypt,South Carolyn,"7448 Jenkins Views Apt. 104
Jeffreyshire, UT 66557",Meyer LLC,Economist,P369,modi,Electronics,Richmond PLC,749.03
O979,CU651,2024-09-28,shipped,2987.41,CU651,C2181,2023-09-03,inactive,retail,C2181,thomas77@mcdonald.net,Daniel Pollard,467-582-8979x225,Egypt,Port Carriefort,"PSC 4150, Box 6266
APO AA 39333","Jackson, Banks and Nguyen","Surveyor, land/geomatics",P225,ipsam,Food,Roberts-Watson,1661.54
O980,CU1714,2025-05-14,pending,1251.85,CU1714,C1785,2023-08-16,active,retail,C1785,christopher98@barker.info,Bryan Russell,870.259.5543x00663,Egypt,Port Wendystad,"38101 Eaton Club
Steventown, AR 43321",Patterson Inc,Graphic designer,P356,ad,Electronics,Williams-Ford,2284.7
O981,CU407,2024-07-20,shipped,8163.49,CU407,C1969,2024-02-09,active,corporate,C1969,daniel58@hotmail.com,Maria Henson,4632908682,Egypt,East Michael,"3394 Frazier Circles
Debrahaven, MA 87760","Williams, Ross and Wilson",Sports coach,P383,officiis,Electronics,"Thompson, Jenkins and Carter",348.07
O982,CU2615,2024-06-09,cancelled,9701.3,CU2615,C871,2026-01-08,active,corporate,C871,justin15@hotmail.com,Alyssa Kramer,642.051.6702x4608,Egypt,New Victoriashire,"804 Taylor Cape
Tyroneview, ME 39434","Fernandez, Wilson and Mckay","Geologist, engineering",P443,repellendus,Clothing,Rivera Group,934.05
O983,CU2082,2024-07-08,pending,2692.89,CU2082,C1343,2022-02-21,inactive,retail,C1343,sarah01@garcia.org,Tiffany Patterson,2417217369,Egypt,Lake Dawn,"PSC 3706, Box 5158
APO AP 44622",Monroe and Sons,"Designer, ceramics/pottery",P477,dolorum,Clothing,"Smith, Harrison and Atkins",4627.89
O984,CU2560,2026-01-12,cancelled,5273.21,CU2560,C336,2024-10-02,inactive,retail,C336,obell@hotmail.com,Mr. William Taylor DDS,001-124-929-6583x1739,Egypt,Fergusonton,"536 Jackson Glen Apt. 867
Johnsonton, AR 57627",Combs Inc,Hydrogeologist,P488,magni,Electronics,Duffy-Greene,2699.36
O985,CU1249,2024-12-11,cancelled,7013.29,CU1249,C1491,2021-06-05,inactive,corporate,C1491,john22@hotmail.com,John Lee,001-963-566-1912x920,Egypt,Diazburgh,"728 Nicole Common
Stephanieland, IA 11275",Ramirez Ltd,Architect,P382,eaque,Food,White-Walton,416.65
O986,CU2060,2024-06-13,shipped,7650.46,CU2060,C597,2025-07-28,inactive,retail,C597,edwardstravis@hotmail.com,Jacob Robinson,518-607-1661x4357,Egypt,Kimberlyfort,"98823 Watson Drive Apt. 603
East Joshuafurt, DC 70230","Ortega, Harris and Johnson",Intelligence analyst,P240,asperiores,Clothing,"Vargas, Morris and Adams",4723.75
O987,CU2391,2025-08-12,shipped,1982.44,CU2391,C2102,2021-10-08,inactive,corporate,C2102,miguel23@gmail.com,Thomas Bauer,(461)479-7619x2653,Egypt,Ronaldview,"93955 Morales Harbor
West Laura, TN 32146","Reid, Maxwell and Sullivan","Scientist, research (maths)",P187,similique,Clothing,Griffin LLC,4457.38
O988,CU1175,2025-01-26,shipped,2331.0,CU1175,C888,2025-06-16,inactive,retail,C888,ralphwright@gardner.com,Bradley Weber,014-435-5236,Egypt,Espinozabury,"PSC 8244, Box 2577
APO AA 12795","Richardson, Hanson and Goodman",Trade union research officer,P11,sapiente,Electronics,Cox Group,847.68
O989,CU2457,2026-01-23,pending,2536.89,CU2457,C1659,2024-09-14,inactive,corporate,C1659,psanchez@soto-harper.info,Evan Johnson,108-982-2362x9843,Egypt,East Michael,"48710 Brett Loaf
Robertside, PA 92587","Coleman, Potter and Waters",Neurosurgeon,P180,assumenda,Clothing,Lopez-Lowe,109.02
O990,CU761,2025-10-09,shipped,4256.59,CU761,C357,2023-04-13,active,retail,C357,steven91@wolf.net,Andrew Barnes,123.006.2771x799,Egypt,Jillview,"406 Banks Bypass Suite 039
West Valerie, SD 10765",Lindsey Inc,Medical laboratory scientific officer,P267,quo,Clothing,Kramer and Sons,3580.71
O991,CU33,2026-02-28,cancelled,2306.82,CU33,C1263,2025-09-25,inactive,corporate,C1263,lschmidt@fritz.com,Debbie Huber,851.467.3423x4410,Egypt,North Stephanie,"395 Suarez Spur Apt. 979
Ryanfort, NM 13945",Martinez-Cross,"Chemist, analytical",P408,nisi,Electronics,"Mccoy, George and Johnston",1298.95
O992,CU2464,2026-01-23,shipped,5103.1,CU2464,C549,2024-03-23,active,corporate,C549,connor95@yahoo.com,Yolanda Bird,(486)174-1873x21055,Egypt,Princeland,"4886 April Vista Suite 224
Port Carolton, TN 71075",Martinez-Harmon,Petroleum engineer,P495,illo,Clothing,Jackson PLC,3754.01
O993,CU827,2025-08-27,cancelled,3428.16,CU827,C1216,2025-07-01,active,retail,C1216,allenrebecca@hotmail.com,Paul Price,473-133-7548x299,Egypt,Port Ricky,"2179 Hernandez Highway
East Emilybury, AZ 75830",Ford and Sons,Media buyer,P65,numquam,Electronics,"Mccann, Sweeney and Clark",4269.99
O994,CU2550,2024-05-09,cancelled,9760.8,CU2550,C319,2024-10-21,inactive,corporate,C319,jessica08@scott.com,Dylan Griffin,001-916-512-7433x728,Egypt,East Jamieton,"54813 Villa Creek
Baileymouth, NC 94049",Rojas-Collier,"Scientist, research (medical)",P197,dolore,Clothing,"Ferguson, Scott and Johnson",1577.83
O995,CU2545,2025-06-04,pending,8034.06,CU2545,C1837,2026-02-08,inactive,retail,C1837,hughescaroline@yahoo.com,Samuel Gonzalez,365.578.3872x9558,Egypt,New Lisabury,"306 Herman Pass
Makaylashire, NH 61122",Coleman Ltd,Product/process development scientist,P197,dolore,Clothing,"Ferguson, Scott and Johnson",1577.83
O996,CU169,2025-11-23,cancelled,6908.62,CU169,C1390,2026-01-05,active,corporate,C1390,alyssahoward@butler.biz,Tabitha Barber,303.516.3504,Egypt,Josephview,"87152 Jones Square Suite 355
New Travisburgh, IN 31224",Gutierrez-Delgado,Physiotherapist,P13,repudiandae,Food,Thompson-Mcdaniel,3070.63
